adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001193125-18-248315	1000045	NICHOLAS FINANCIAL INC	6153	US	FL	CLEARWATER	33759	2454 MCMULLEN BOOTH RD	BLDG C SUITE 501 B	7277260763	US	FL	CLEARWATER	33759	2454 MCMULLEN BOOTH RD	BLDG C SUITE 501B	US	FL	593019317			5-SML	0	0331	10-Q	20180630	2018	Q1	20180814	2018-08-14 15:02:00.0	0	1	nick-20180630.xml	1	
0001193125-18-248438	749660	ICAD INC	3841	US	NH	NASHUA	03062	98 SPIT BROOK ROAD, SUITE 100		603-882-5200	US	NH	NASHUA	03062	98 SPIT BROOK ROAD, SUITE 100		US	DE	020377419	HOWTEK INC	19920703	5-SML	0	1231	10-Q	20180630	2018	Q2	20180814	2018-08-14 16:02:00.0	0	1	icad-20180630.xml	1	
0001193125-18-248446	1690536	FS CREDIT REAL ESTATE INCOME TRUST, INC.	6798	US	PA	PHILADELPHIA	19112	201 ROUSE BOULEVARD		2154951150	US	PA	PHILADELPHIA	19112	201 ROUSE BOULEVARD		US	MD	000000000	FS REAL ESTATE CREDIT INCOME TRUST, INC.	20161121	4-NON	0	1231	10-Q	20180630	2018	Q2	20180814	2018-08-14 16:05:00.0	0	1	cik0001690536-20180630.xml	1	
0001193125-18-248453	895665	SUPERCONDUCTOR TECHNOLOGIES INC	3663	US	TX	AUSTIN	78754-4540	9101 WALL STREET	SUITE 1300	512-334-8900	US	TX	AUSTIN	78754-4540	9101 WALL STREET	SUITE 1300	US	DE	770158076			5-SML	0	1231	10-Q	20180630	2018	Q2	20180814	2018-08-14 16:08:00.0	0	1	scon-20180630.xml	1	
0001193125-18-248492	1326190	ALTIMMUNE, INC.	2834	US	MD	GAITHERSBURG	20878	910 CLOPPER ROAD	SUITE 201S	2406541450	US	MD	GAITHERSBURG	20878	910 CLOPPER ROAD	SUITE 201S	US	DE	202726770	PHARMATHENE, INC	20071016	5-SML	0	1231	10-Q	20180630	2018	Q2	20180814	2018-08-14 16:24:00.0	0	1	alt-20180630.xml	1	
0001193125-18-248502	1484565	SOLENO THERAPEUTICS INC	3845	US	CA	REDWOOD CITY	94065	1235 RADIO ROAD	SUITE 110	650-213-8444	US	CA	REDWOOD CITY	94065	1235 RADIO ROAD	SUITE 110	US	DE	770523891	CAPNIA, INC.	20100219	5-SML	0	1231	10-Q	20180630	2018	Q2	20180814	2018-08-14 16:26:00.0	0	1	slno-20180630.xml	1	
0001193125-18-248505	908259	MATEON THERAPEUTICS INC	2834	US	CA	SOUTH SAN FRANCISCO	94080	701 GATEWAY BLVD.	SUITE 210	650-635-7000	US	CA	SOUTH SAN FRANCISCO	94080	701 GATEWAY BLVD.	SUITE 210	US	DE	133679168	OXIGENE INC	19930628	3-SRA	0	1231	10-Q	20180630	2018	Q2	20180814	2018-08-14 16:26:00.0	0	1	oxgn-20180630.xml	1	
0001193125-18-248522	1717961	REGALWOOD GLOBAL ENERGY LTD.	6770	KY		GEORGE TOWN	KY1-9008	CAYMAN CORPORATE CENTRE	27 HOSPITAL ROAD	202-729-5153	KY		GEORGE TOWN	KY1-9008	CAYMAN CORPORATE CENTRE	27 HOSPITAL ROAD	KY		000000000			4-NON	0	1231	10-Q	20180630	2018	Q2	20180814	2018-08-14 16:32:00.0	0	1	rwge-20180630.xml	1	
0001193125-18-248533	1434418	CONSTELLATION PHARMACEUTICALS INC	2834	US	MA	CAMBRIDGE	02142	215 FIRST STREET	SUITE 200	617-714-0555	US	MA	CAMBRIDGE	02142	215 FIRST STREET	SUITE 200	US	DE	000000000			4-NON	0	1231	10-Q	20180630	2018	Q2	20180814	2018-08-14 16:34:00.0	0	1	cnst-20180630.xml	1	
0001193125-18-248551	1000209	MEDALLION FINANCIAL CORP	6199	US	NY	NEW YORK	10022	437 MADISON AVE 38 TH FLOOR		2123282153	US	NY	NEW YORK	10022	437 MADISON AVENUE	38TH FLOOR	US	DE	043291176			4-NON	0	1231	10-Q	20180630	2018	Q2	20180814	2018-08-14 16:43:00.0	0	1	mfin-20180630.xml	1	
0001193125-18-248598	1013238	ARADIGM CORP	3845	US	CA	HAYWARD	94545	3929 POINT EDEN WAY		5102659000	US	CA	HAYWARD	94545	3929 POINT EDEN WAY		US	CA	943133088			5-SML	0	1231	10-Q	20180630	2018	Q2	20180814	2018-08-14 17:02:00.0	0	1	ardm-20180630.xml	1	
0001193125-18-248608	1566445	BRE SELECT HOTELS CORP	6798	US	NY	NEW YORK	10154	345 PARK AVENUE		(212) 583-50	US	NY	NEW YORK	10154	345 PARK AVENUE		US	DE	352464254			4-NON	0	1231	10-Q	20180630	2018	Q2	20180814	2018-08-14 17:04:00.0	0	1	ck0001566445-20180630.xml	1	
0001193125-18-248653	1299969	COMSTOCK HOLDING COMPANIES, INC.	1531	US	VA	RESTON	20190	1886 METRO CENTER DRIVE	SUITE 410	703-883-1700	US	VA	RESTON	20190	1886 METRO CENTER DRIVE	SUITE 410	US	DE	201164345	COMSTOCK HOMEBUILDING COMPANIES, INC.	20040806	5-SML	0	1231	10-Q	20180630	2018	Q2	20180814	2018-08-14 17:17:00.0	0	1	chci-20180630.xml	1	
0001193125-18-248680	1718227	CONSTRUCTION PARTNERS, INC.	1600	US	AL	DOTHAN	36303	290 HEALTHWEST DR.	SUITE 2	334.673.9763	US	AL	DOTHAN	36303	290 HEALTHWEST DR.	SUITE 2	US	DE	260758017			4-NON	0	0930	10-Q	20180630	2018	Q3	20180814	2018-08-14 17:32:00.0	0	1	road-20180630.xml	1	
0001193125-18-248720	1323404	WHEATON PRECIOUS METALS CORP.	1040	CA	BC	VANCOUVER	V6E 0C3	SUITE 3500	1021 WEST HASTINGS STREEET	604 684 3123	CA	BC	VANCOUVER	V6E 0C3	SUITE 3500	1021 WEST HASTINGS STREEET	CA	ON	000000000	SILVER WHEATON CORP.	20050411		0	1231	6-K	20180630	2018	Q2	20180815	2018-08-14 17:57:00.0	0	1	wpm-20180630.xml	1	
0001193125-18-249117	1564708	NEWS CORP	2711	US	NY	NEW YORK	10036	1211 AVENUE OF THE AMERICAS		212-416-3400	US	NY	NEW YORK	10036	1211 AVENUE OF THE AMERICAS		US	DE	000000000	NEWS CORP	20130628	1-LAF	1	0630	10-K	20180630	2018	FY	20180815	2018-08-15 06:54:00.0	0	1	nws-20180630.xml	1	
0001193125-18-249362	1649373	SANTANDER UK GROUP HOLDINGS PLC	6029	GB		LONDON	NW1 3AN	2 TRITON SQUARE	REGENT'S PLACE	02077564550	GB		LONDON	NW1 3AN	2 TRITON SQUARE	REGENT'S PLACE	GB		000000000				0	1231	6-K	20180630	2018	Q2	20180815	2018-08-15 10:17:00.0	0	1	ck0001649373-20180630.xml	1	
0001193125-18-249410	835403	DIAGEO PLC	2080	GB		LONDON	NW10 7HQ	LAKESIDE DRIVE	PARK ROYAL	442089786000	GB		LONDON	NW10 7HQ	LAKESIDE DRIVE	PARK ROYAL	GB		000000000	GRAND METROPOLITAN PUBLIC LIMITED CO	19971218	1-LAF	1	0630	20-F/A	20180630	2018	FY	20180815	2018-08-15 11:03:00.0	0	1	deo-20180630.xml	1	
0001193125-18-249743	872912	DELCATH SYSTEMS, INC.	3841	US	NY	NEW YORK	10019	1633 BROADWAY	SUITE 22C	(212) 489-21	US	NY	NEW YORK	10019	1633 BROADWAY	SUITE 22C	US	DE	061245881	DELCATH SYSTEMS INC	19990607	2-ACC	0	1231	S-1	20180630	2018	Q2	20180815	2018-08-15 16:11:00.0	0	1	dcth-20180630.xml	1	
0001193125-18-250563	1703141	DESPEGAR.COM, CORP.	4700	AR		BUENOS AIRES	C1107CBR	JUANA MANSO 999		54 11 4894 3	AR		BUENOS AIRES	C1107CBR	JUANA MANSO 999		VG		000000000				0	1231	F-1	20171231	2017	FY	20180816	2018-08-16 14:55:00.0	0	1	desp-20171231.xml	1	
0001193125-18-252710	56868	PRIMEENERGY CORP	1311	US	TX	HOUSTON	77024	9821 KATY FREEWAY	SUITE 1050	2033585700	US	TX	HOUSTON	77024	9821 KATY FREEWAY	SUITE 1050	US	DE	840637348	KRM PETROLEUM CORP	19900614	5-SML	0	1231	10-Q	20180630	2018	Q2	20180820	2018-08-20 13:05:00.0	0	1	pnrg-20180630.xml	1	
0001193125-18-252751	1119639	PETROBRAS - PETROLEO BRASILEIRO SA	1311	BR		RIO DE JANERIO RJ BR	20035-900	AVENIDA REPUBLICA DO CHILE 65		55-21-534-44	BR		RIO DE JANERIO RJ BR	20035-900	AVENIDA REPUBLICA DO CHILE 65		BR		000000000	BRAZILIAN PETROLEUM CORP	20000717		0	1231	6-K/A	20180630	2018	Q2	20180820	2018-08-20 13:54:00.0	0	1	pbr-20180630.xml	1	
0001193125-18-253653	1087711	SANTANDER UK PLC	6029	GB		LONDON	NW1 3AN	2 TRITON SQUARE, REGENT'S PLACE		011 44 870 6	GB		LONDON	NW1 3AN	2 TRITON SQUARE, REGENT'S PLACE				000000000	ABBEY NATIONAL PLC	19990601		0	1231	6-K	20180630	2018	Q2	20180821	2018-08-21 11:34:00.0	0	1	ck0001087711-20180630.xml	1	
0001193125-18-254122	922612	SCHMITT INDUSTRIES INC	3823	US	OR	PORTLAND	97210	2765 NW NICOLAI ST		5032277908	US	OR	PORTLAND	97210	2765 NW NICOLAI ST		US	OR	931151989			5-SML	0	0531	10-K	20180531	2018	FY	20180821	2018-08-21 17:20:00.0	0	1	smit-20180531.xml	1	
0001193125-18-255054	1408710	FABRINET	3661	TH		PATUMTHANEE	12120	5/6 MOO 6,  SOI KHUNPRA, PHAHOLYOTHIN RD	KLONGNUENG, KLONGLUANG	662-524-9600	TH		PATUMTHANEE	12120	5/6 MOO 6,  SOI KHUNPRA, PHAHOLYOTHIN RD	KLONGNUENG, KLONGLUANG	KY		000000000			1-LAF	1	0630	10-K	20180630	2018	FY	20180822	2018-08-22 16:04:00.0	0	1	fn-20180629.xml	1	
0001193125-18-255065	880117	SANFILIPPO JOHN B & SON INC	2060	US	IL	ELGIN	60123-7820	1703 N. RANDALL ROAD		847-289-1800	US	IL	ELGIN	60123-7820	1703 N. RANDALL ROAD		US	DE	362419677			2-ACC	0	0630	10-K	20180630	2018	FY	20180822	2018-08-22 16:08:00.0	0	1	jbss-20180628.xml	1	
0001193125-18-255906	110390	UNILEVER N V	2840	NL		THE NETHERLANDS	NONE	WEENA 455	3013 AL ROTTERDAM	201-894-2790	US	NJ	ENGLEWOOD CLIFFS	07632	C/O UNILEVER UNITED STATES INC	700 SYLVAN AVENUE (ATTN.: M MONTAGNINO)			000000000				0	1231	6-K	20180630	2018	Q2	20180823	2018-08-23 11:01:00.0	0	1	un-20180630.xml	1	
0001193125-18-255908	217410	UNILEVER PLC	2840	GB		LONDON ENGLAND	EC4P 4BQ	UNILEVER HOUSE	BLACKFRIARS	201-894-2790	US	NJ	ENGLEWOOD CLIFFS	07632	C/O UNILEVER UNITED STATES INC	700 SYLVAN AVENUE (ATTN.: M MONTAGNINO)			000000000	UNILEVER LTD	19820429		0	1231	6-K	20180630	2018	Q2	20180823	2018-08-23 11:07:00.0	0	1	ul-20180630.xml	1	
0001193125-18-256316	1437260	NAVIOS MARITIME ACQUISITION CORP	4412	MC		MONTE CARLO, MC	98000	7 AVENUE DE GRANDE BRETAGNE, OFFICE 11B2		37797982140	MC		MONTE CARLO, MC	98000	7 AVENUE DE GRANDE BRETAGNE, OFFICE 11B2		MH		000000000			2-ACC	0	1231	6-K	20180630	2018	Q2	20180823	2018-08-23 16:21:00.0	0	1	nna-20180630.xml	1	
0001193125-18-256772	1333172	NAVIOS MARITIME HOLDINGS INC.	4412	MC		MONTE CARLO, MC	98000	7 AVENUE DE GRANDE BRETAGNE, OFFICE 11B2		37797982140	MC		MONTE CARLO, MC	98000	7 AVENUE DE GRANDE BRETAGNE, OFFICE 11B2		MH		980384348			2-ACC	0	1231	6-K	20180630	2018	Q2	20180824	2018-08-24 07:53:00.0	0	1	nm-20180630.xml	1	
0001193125-18-261251	1073349	BOTTOMLINE TECHNOLOGIES INC /DE/	7372	US	NH	PORTSMOUTH	03801	325 CORPORATE DRIVE		6034360700	US	NH	PORTSMOUTH	03801	325 CORPORATE DRIVE		US	DE	020433924			1-LAF	1	0630	10-K	20180630	2018	FY	20180829	2018-08-29 08:54:00.0	0	1	epay-20180630.xml	1	
0001193125-18-262017	1731348	TILRAY, INC.	2833	US	WA	SEATTLE	98102	1920 EASTLAKE AVENUE E.		2064329325	US	WA	SEATTLE	98102	1920 EASTLAKE AVENUE E.		US	DE	000000000			4-NON	0	1231	10-Q	20180630	2018	Q2	20180829	2018-08-29 16:37:00.0	0	1	tlry-20180630.xml	1	
0001193125-18-262034	1612042	ASCENDIS PHARMA A/S	2834	DK		HELLERUP	DK-2900	TUBORG BOULEVARD 12		45 70 22 22	DK		HELLERUP	DK-2900	TUBORG BOULEVARD 12		DK		000000000				0	1231	6-K	20180630	2018	Q2	20180829	2018-08-29 16:44:00.0	0	1	asnd-20180630.xml	1	
0001193125-18-262240	98222	TIDEWATER INC	4400	US	TX	HOUSTON	77072	6002 ROGERDALE ROAD	SUITE 600	7134705300	US	TX	HOUSTON	77072	6002 ROGERDALE ROAD	SUITE 600	US	DE	720487776	TIDEWATER MARINE SERVICE INC	19780724	5-SML	0	1231	S-4	20180630	2018	Q2	20180830	2018-08-29 21:35:00.0	0	1	tdw-20180630.xml	1	
0001193125-18-262459	1370431	VEDANTA LTD	3330	IN		MUMBAI	400 093	FLR1, 103-C WING, ATUL PROJECT, CHAKALA,	ANDHERI (EAST)	91-832-24606	IN		MUMBAI	400 093	FLR1, 103-C WING, ATUL PROJECT, CHAKALA,	ANDHERI (EAST)	IN		000000000	SESA STERLITE LTD	20130920	1-LAF	1	0331	20-F/A	20180331	2017	FY	20180830	2018-08-30 07:32:00.0	0	1	vedl-20180331.xml	1	
0001193125-18-263586	1262104	MEI PHARMA, INC.	2834	US	CA	SAN DIEGO	92130	3611 VALLEY CENTER DRIVE	SUITE 500	858-792-6300	US	CA	SAN DIEGO	92130	3611 VALLEY CENTER DRIVE	SUITE 500	US	DE	510407811	MARSHALL EDWARDS INC	20030902	2-ACC	0	0630	10-K	20180630	2018	FY	20180830	2018-08-30 16:02:00.0	0	1	meip-20180630.xml	1	
0001193125-18-263846	98222	TIDEWATER INC	4400	US	TX	HOUSTON	77072	6002 ROGERDALE ROAD	SUITE 600	7134705300	US	TX	HOUSTON	77072	6002 ROGERDALE ROAD	SUITE 600	US	DE	720487776	TIDEWATER MARINE SERVICE INC	19780724	5-SML	0	1231	8-K	20171231	2017	FY	20180831	2018-08-30 18:11:00.0	0	1	tdw-20171231.xml	1	
0001193125-18-264999	884940	STEIN MART INC	5651	US	FL	JACKSONVILLE	32207	1200 RIVERPLACE BLVD		9043461500	US	FL	JACKSONVILLE	32207	1200 RIVERPLACE BLVD		US	FL	640466198			5-SML	0	0131	10-Q	20180731	2018	Q2	20180831	2018-08-31 16:03:00.0	0	1	smrt-20180804.xml	1	
0001193125-18-266229	1564180	KNOT OFFSHORE PARTNERS LP	4400	GB		ABERDEEN	AB15 4YB	2 QUEEN'S CROSS		44 1224 6184	GB		ABERDEEN	AB15 4YB	2 QUEEN'S CROSS		MH		000000000				0	1231	6-K	20180630	2018	Q2	20180904	2018-09-04 16:26:00.0	0	1	knop-20180630.xml	1	
0001193125-18-267054	806968	WPP PLC	7311	GB		LONDON	W1J5RJ	27 FARM STREET		011442074082	GB		LONDON	W1J5RJ	27 FARM STREET				000000000	WPP GROUP PLC	19960514		0	1231	6-K	20180630	2018	Q2	20180905	2018-09-05 14:54:00.0	0	1	wpp-20180630.xml	1	
0001193125-18-267098	8146	ASTRONOVA, INC.	3577	US	RI	WEST WARWICK	02893	600 E GREENWICH AVENUE		4018284000	US	RI	WEST WARWICK	02893	600 E GREENWICH AVENUE		US	RI	050318215	ASTRO MED INC /NEW/	19920703	2-ACC	0	0131	10-Q	20180731	2018	Q2	20180905	2018-09-05 15:32:00.0	0	1	alot-20180728.xml	1	
0001193125-18-267246	810332	MESA AIR GROUP INC	4512	US	AZ	PHOENIX	85008	410 NORTH 44TH STREET	SUITE 700	602.685.4000	US	AZ	PHOENIX	85008	410 NORTH 44TH STREET	SUITE 700	US	NV	850302351	MESA AIRLINES INC	19950426	4-NON	0	0930	10-Q	20180630	2018	Q3	20180905	2018-09-05 16:51:00.0	0	1	mesa-20180630.xml	1	
0001193125-18-267736	890491	BARNES & NOBLE INC	5940	US	NY	NEW YORK	10011	122 FIFTH AVE		2126333300	US	NY	NEW YORK	10011	122 FIFTH AVENUE		US	DE	061196501			2-ACC	0	0731	10-Q	20180731	2018	Q1	20180906	2018-09-06 08:42:00.0	0	1	bks-20180728.xml	1	
0001193125-18-268597	1531152	BJ'S WHOLESALE CLUB HOLDINGS, INC.	5331	US	MA	WESTBOROUGH	01581	25 RESEARCH DRIVE		774-512-7400	US	MA	WESTBOROUGH	01581	25 RESEARCH DRIVE		US	DE	452936287	BEACON HOLDING INC.	20110927	4-NON	0	0131	10-Q	20180731	2018	Q2	20180907	2018-09-07 06:47:00.0	0	1	bj-20180804.xml	1	
0001193125-18-268758	900349	PERRY ELLIS INTERNATIONAL, INC	2320	US	FL	MIAMI	33172	3000 NW 107TH AVENUE		3055922830	US	FL	MIAMI	33172	3000 NW 107TH AVENUE		US	FL	591162998	PERRY ELLIS INTERNATIONAL INC	19990623	2-ACC	0	0131	10-Q	20180731	2018	Q2	20180907	2018-09-07 09:47:00.0	0	1	pery-20180804.xml	1	
0001193125-18-269185	1353611	INVESCO CURRENCYSHARES BRITISH POUND STERLING TRUST	6221	US	IL	DOWNERS GROVE	60515	C/O INVESCO SPECIALIZED PRODUCTS	3500 LACEY ROAD, SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	C/O INVESCO SPECIALIZED PRODUCTS	3500 LACEY ROAD, SUITE 700	US	NY	000000000	CURRENCYSHARES BRITISH POUND STERLING TRUST	20060228	2-ACC	0	1031	10-Q	20180731	2018	Q3	20180907	2018-09-07 16:10:00.0	0	1	fxb-20180731.xml	1	
0001193125-18-269186	1353616	INVESCO CURRENCYSHARES SWEDISH KRONA TRUST	6221	US	IL	DOWNERS GROVE	60515	C/O INVESCO SPECIALIZED PRODUCTS	3500 LACEY ROAD, SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	C/O INVESCO SPECIALIZED PRODUCTS	3500 LACEY ROAD, SUITE 700	US	NY	000000000	CURRENCYSHARES SWEDISH KRONA TRUST	20060216	5-SML	0	1031	10-Q	20180731	2018	Q3	20180907	2018-09-07 16:10:00.0	0	1	fxs-20180731.xml	1	
0001193125-18-269191	1353612	INVESCO CURRENCYSHARES CANADIAN DOLLAR TRUST	6221	US	IL	DOWNERS GROVE	60515	C/O INVESCO SPECIALIZED PRODUCTS	3500 LACEY ROAD, SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	C/O INVESCO SPECIALIZED PRODUCTS	3500 LACEY ROAD, SUITE 700	US	NY	000000000	CURRENCYSHARES CANADIAN DOLLAR TRUST	20060216	2-ACC	0	1031	10-Q	20180731	2018	Q3	20180907	2018-09-07 16:13:00.0	0	1	fxc-20180731.xml	1	
0001193125-18-269192	1353613	INVESCO CURRENCYSHARES JAPANESE YEN TRUST	6221	US	IL	DOWNERS GROVE	60515	C/O INVESCO SPECIALIZED PRODUCTS	3500 LACEY ROAD, SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	C/O INVESCO SPECIALIZED PRODUCTS	3500 LACEY ROAD, SUITE 700	US	NY	000000000	CURRENCYSHARES JAPANESE YEN TRUST	20060216	2-ACC	0	1031	10-Q	20180731	2018	Q3	20180907	2018-09-07 16:14:00.0	0	1	fxy-20180731.xml	1	
0001193125-18-269197	1519405	INVESCO CURRENCYSHARES CHINESE RENMINBI TRUST	6221	US	IL	DOWNERS GROVE	60515	C/O INVESCO SPECIALIZED PRODUCTS	3500 LACEY ROAD, SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	C/O INVESCO SPECIALIZED PRODUCTS	3500 LACEY ROAD, SUITE 700	US	NY	000000000	CURRENCYSHARES CHINESE RENMINBI TRUST	20110428	5-SML	0	1031	10-Q	20180731	2018	Q3	20180907	2018-09-07 16:16:00.0	0	1	fxch-20180731.xml	1	
0001193125-18-269200	1353615	INVESCO CURRENCYSHARES SWISS FRANC TRUST	6221	US	IL	DOWNERS GROVE	60515	C/O INVESCO SPECIALIZED PRODUCTS	3500 LACEY ROAD, SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	C/O INVESCO SPECIALIZED PRODUCTS	3500 LACEY ROAD, SUITE 700	US	NY	000000000	CURRENCYSHARES SWISS FRANC TRUST	20130124	2-ACC	0	1031	10-Q	20180731	2018	Q3	20180907	2018-09-07 16:17:00.0	0	1	fxf-20180731.xml	1	
0001193125-18-269204	1433994	INVESCO CURRENCYSHARES SINGAPORE DOLLAR TRUST	6221	US	IL	DOWNERS GROVE	60515	C/O INVESCO SPECIALIZED PRODUCTS	3500 LACEY ROAD, SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	C/O INVESCO SPECIALIZED PRODUCTS	3500 LACEY ROAD, SUITE 700	US	NY	000000000	CURRENCYSHARES SINGAPORE DOLLAR TRUST	20080430	5-SML	0	1031	10-Q	20180731	2018	Q3	20180907	2018-09-07 16:19:00.0	0	1	fxsg-20180731.xml	1	
0001193125-18-269206	1328598	INVESCO CURRENCYSHARES EURO TRUST	6221	US	IL	DOWNERS GROVE	60515	C/O INVESCO SPECIALIZED PRODUCTS	3500 LACEY ROAD, SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	C/O INVESCO SPECIALIZED PRODUCTS	3500 LACEY ROAD, SUITE 700	US	NY	000000000	CURRENCYSHARES EURO TRUST	20060925	2-ACC	0	1031	10-Q	20180731	2018	Q3	20180907	2018-09-07 16:20:00.0	0	1	fxe-20180731.xml	1	
0001193125-18-269208	1353614	INVESCO CURRENCYSHARES AUSTRALIAN DOLLAR TRUST	6221	US	IL	DOWNERS GROVE	60515	C/O INVESCO SPECIALIZED PRODUCTS	3500 LACEY ROAD, SUITE 700	800-983-0903	US	IL	DOWNERS GROVE	60515	C/O INVESCO SPECIALIZED PRODUCTS	3500 LACEY ROAD, SUITE 700	US	NY	000000000	CURRENCYSHARES AUSTRALIAN DOLLAR TRUST	20060216	2-ACC	0	1031	10-Q	20180731	2018	Q3	20180907	2018-09-07 16:22:00.0	0	1	fxa-20180731.xml	1	
0001193125-18-269248	1342287	GENERAL FINANCE CORP	7359	US	CA	PASADENA	91103	39 EAST UNION STREET		626-584-9722	US	CA	PASADENA	91103	39 EAST UNION STREET		US	DE	000000000			2-ACC	0	0630	10-K	20180630	2018	FY	20180907	2018-09-07 16:52:00.0	0	1	gfn-20180630.xml	1	
0001193125-18-269283	719955	WILLIAMS SONOMA INC	5700	US	CA	SAN FRANCISCO	94109	3250 VAN NESS AVENUE		415-421-7900	US	CA	SAN FRANCISCO	94109	3250 VAN NESS AVENUE		US	CA	942203880			1-LAF	0	0131	10-Q	20180731	2018	Q2	20180907	2018-09-07 17:16:00.0	0	1	wsm-20180729.xml	1	
0001193125-18-269319	713425	AMERICAN SOFTWARE INC	7372	US	GA	ATLANTA	30305	470 E PACES FERRY RD NE		4042614381	US	GA	ATLANTA	30305	470 EAST PACES FERRY ROAD NE		US	GA	581098795			2-ACC	0	0430	10-Q	20180731	2019	Q1	20180910	2018-09-07 18:12:00.0	0	1	amswa-20180731.xml	1	
0001193125-18-270067	55529	KEWAUNEE SCIENTIFIC CORP /DE/	3821	US	NC	STATESVILLE	28677	2700 W FRONT ST		7048737202	US	NC	STATESVILLE	28687-1842	P O BOX 1842		US	DE	380715562	KEWAUNEE SCIENTIFIC EQUIPMENT CORP /DE/	19861216	5-SML	0	0430	10-Q	20180731	2019	Q1	20180910	2018-09-10 16:29:00.0	0	1	kequ-20180731.xml	1	
0001193125-18-270936	1261333	DOCUSIGN INC	7372	US	CA	SAN FRANCISCO	94105	221 MAIN ST., SUITE 1000		866-219-4318	US	CA	SAN FRANCISCO	94105	221 MAIN ST., SUITE 1000		US	DE	912183967			4-NON	0	0131	S-1	20180731	2018	Q2	20180911	2018-09-11 16:43:00.0	0	1	docu-20180731.xml	1	
0001193125-18-271283	1556148	INFOR, INC.	7372	US	NY	NEW YORK	10011	C/O INFOR, INC.	641 AVENUE OF THE AMERICAS	(678) 319-80	US	NY	NEW YORK	10011	C/O INFOR, INC.	641 AVENUE OF THE AMERICAS			010924667			4-NON	0	0430	10-Q	20180731	2019	Q1	20180912	2018-09-12 07:03:00.0	0	1	infor-20180731.xml	1	
0001193125-18-271623	1514743	IF BANCORP, INC.	6035	US	IL	WATSEKA	60970	201 E. CHERRY ST		(815) 432-24	US	IL	WATSEKA	60970	201 E. CHERRY ST		US	MD	000000000			5-SML	0	0630	10-K	20180630	2018	FY	20180912	2018-09-12 13:02:00.0	0	1	iroq-20180630.xml	1	
0001193125-18-272889	910679	WVS FINANCIAL CORP	6036	US	PA	PITTSBURGH	15237	9001 PERRY HIGHWAY		4123641911	US	PA	PITTSBURG	15237	9001 PERRY HIGHWAY		US	PA	251710500			5-SML	0	0630	10-K	20180630	2018	FY	20180913	2018-09-13 17:02:00.0	0	1	wvfc-20180630.xml	1	
0001193125-18-273817	34115	CLAIRES STORES INC	5600	US	IL	HOFFMAN ESTATES	60192	2400 WEST CENTRAL RD		9544333900	US	IL	HOFFMAN ESTATES	30192	2400 WEST CENTRAL RD		US	DE	590940416	FT INDUSTRIES INC	19831006	4-NON	0	0131	10-Q	20180731	2018	Q2	20180914	2018-09-14 10:41:00.0	0	1	cle-20180804.xml	1	
0001193125-18-273925	1525769	DAVE & BUSTER'S ENTERTAINMENT, INC.	5812	US	TX	DALLAS	75220	2481 MANANA DRIVE		214-357-9588	US	TX	DALLAS	75220	2481 MANANA DRIVE		US	DE	352382255	DAVE & BUSTER'S PARENT, INC.	20110713	1-LAF	0	0131	10-Q	20180731	2018	Q2	20180914	2018-09-14 13:02:00.0	0	1	play-20180805.xml	1	
0001193125-18-274265	1724965	TALOS ENERGY INC.	1311	US	TX	HOUSTON	77002	500 DALLAS STREET		713-328-3000	US	TX	HOUSTON	77002	500 DALLAS STREET		US	DE	823532642	SAILFISH ENERGY HOLDINGS CORP	20171211	2-ACC	0	1231	S-4	20180630	2018	Q2	20180914	2018-09-14 17:10:00.0	0	1	talo-20180630.xml	21	1751675 1751678 1751679 1751676 1751677 1751761 1623831 1463174 1751688 1751682 1751683 1723011 1751680 1751681 1751686
0001193125-18-275568	811809	BHP BILLITON LTD	1000	AU		VICTORIA AUSTRALIA	3000	16/171 COLLINS STREET	MELBOURNE	011611300554	AU		VICTORIA AUSTRALIA	3001	GPO BOX 86	MELBOURNE	AU		000000000	BHP LTD	20010129	1-LAF	1	0630	20-F	20180630	2018	FY	20180918	2018-09-17 21:07:00.0	0	1	bhp-20180630.xml	2	1171264
0001193125-18-275871	72205	NOBILITY HOMES INC	2451	US	FL	OCALA	34474	3741 S W 7TH ST		3527325157	US	FL	OCALA	34474	3741 SW 7TH STREET		US	FL	591166102			5-SML	0	1031	10-Q	20180731	2018	Q3	20180918	2018-09-18 08:18:00.0	0	1	nobh-20180804.xml	1	
